sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,120145,79615,199760,03/20/2023,2022
Communic/Electronics,B,12234,68500,80734,03/20/2023,2022
Construction,C,101784,49000,150784,03/20/2023,2022
Defense,D,10898,32500,43398,03/20/2023,2022
Energy/Nat Resource,E,164780,124500,289280,03/20/2023,2022
Finance/Insur/RealEst,F,516166,109100,625266,03/20/2023,2022
Health,H,71438,26500,97938,03/20/2023,2022
Lawyers & Lobbyists,K,125429,15000,140429,03/20/2023,2022
Transportation,M,43385,83400,126785,03/20/2023,2022
Misc Business,N,183783,70000,253783,03/20/2023,2022
Labor,P,0,20000,20000,03/20/2023,2022
Ideology/Single-Issue,Q,247985,374534,622519,03/20/2023,2022
Other,W,616318,0,616318,03/20/2023,2022
