sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5750,18800,24550,03/20/2023,2022
Communic/Electronics,B,34710,51750,86460,03/20/2023,2022
Construction,C,16450,16750,33200,03/20/2023,2022
Defense,D,1000,4000,5000,03/20/2023,2022
Energy/Nat Resource,E,6800,5250,12050,03/20/2023,2022
Finance/Insur/RealEst,F,96186,139500,235686,03/20/2023,2022
Health,H,100913,88175,189088,03/20/2023,2022
Lawyers & Lobbyists,K,47472,12500,59972,03/20/2023,2022
Transportation,M,15225,26500,41725,03/20/2023,2022
Misc Business,N,61075,24500,85575,03/20/2023,2022
Labor,P,0,183350,183350,03/20/2023,2022
Ideology/Single-Issue,Q,33217,53887,87104,03/20/2023,2022
Other,W,113355,2000,115355,03/20/2023,2022
