sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,86248,207000,293248,03/20/2023,2022
Communic/Electronics,B,4500,41000,45500,03/20/2023,2022
Construction,C,55400,68500,123900,03/20/2023,2022
Defense,D,0,14000,14000,03/20/2023,2022
Energy/Nat Resource,E,79200,209800,289000,03/20/2023,2022
Finance/Insur/RealEst,F,78700,47100,125800,03/20/2023,2022
Health,H,33192,19500,52692,03/20/2023,2022
Lawyers & Lobbyists,K,39750,17500,57250,03/20/2023,2022
Transportation,M,24350,138500,162850,03/20/2023,2022
Misc Business,N,183000,68000,251000,03/20/2023,2022
Labor,P,0,28500,28500,03/20/2023,2022
Ideology/Single-Issue,Q,40703,73400,114103,03/20/2023,2022
Other,W,146134,0,146134,03/20/2023,2022
