sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,42402,118000,160402,03/20/2023,2022
Communic/Electronics,B,19900,155500,175400,03/20/2023,2022
Construction,C,40452,81500,121952,03/20/2023,2022
Defense,D,0,23500,23500,03/20/2023,2022
Energy/Nat Resource,E,54950,192500,247450,03/20/2023,2022
Finance/Insur/RealEst,F,318675,659500,978175,03/20/2023,2022
Health,H,94632,355000,449632,03/20/2023,2022
Lawyers & Lobbyists,K,232249,30465,262714,03/20/2023,2022
Transportation,M,46900,126500,173400,03/20/2023,2022
Misc Business,N,128200,239000,367200,03/20/2023,2022
Labor,P,0,73500,73500,03/20/2023,2022
Ideology/Single-Issue,Q,144620,60400,205020,03/20/2023,2022
Other,W,208146,13400,221546,03/20/2023,2022
