sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6416,0,6416,03/20/2023,2022
Communic/Electronics,B,138715,34500,173215,03/20/2023,2022
Construction,C,5287,1000,6287,03/20/2023,2022
Defense,D,4809,2500,7309,03/20/2023,2022
Energy/Nat Resource,E,6829,3000,9829,03/20/2023,2022
Finance/Insur/RealEst,F,244983,37000,281983,03/20/2023,2022
Health,H,120352,26500,146852,03/20/2023,2022
Lawyers & Lobbyists,K,259679,13800,273479,03/20/2023,2022
Transportation,M,5505,12000,17505,03/20/2023,2022
Misc Business,N,112122,18500,130622,03/20/2023,2022
Labor,P,1772,206000,207772,03/20/2023,2022
Ideology/Single-Issue,Q,326471,40829,367300,03/20/2023,2022
Other,W,954883,2000,956883,03/20/2023,2022
