sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13531,36500,50031,06/10/2019,2018
Communic/Electronics,B,138761,43250,182011,06/10/2019,2018
Construction,C,66323,23500,89823,06/10/2019,2018
Defense,D,2000,22000,24000,06/10/2019,2018
Energy/Nat Resource,E,33382,19000,52382,06/10/2019,2018
Finance/Insur/RealEst,F,418345,156500,574845,06/10/2019,2018
Health,H,637246,137500,774746,06/10/2019,2018
Lawyers & Lobbyists,K,421066,16750,437816,06/10/2019,2018
Transportation,M,37472,43200,80672,06/10/2019,2018
Misc Business,N,374582,98383,472965,06/10/2019,2018
Labor,P,1500,247500,249000,06/10/2019,2018
Ideology/Single-Issue,Q,254098,119080,373178,06/10/2019,2018
Other,W,368207,2000,370207,06/10/2019,2018
