sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12200,38500,50700,06/10/2019,2018
Communic/Electronics,B,6150,32000,38150,06/10/2019,2018
Construction,C,2700,6000,8700,06/10/2019,2018
Defense,D,750,68000,68750,06/10/2019,2018
Energy/Nat Resource,E,52800,107000,159800,06/10/2019,2018
Finance/Insur/RealEst,F,80849,63000,143849,06/10/2019,2018
Health,H,2750,12500,15250,06/10/2019,2018
Lawyers & Lobbyists,K,35400,10500,45900,06/10/2019,2018
Transportation,M,2250,27000,29250,06/10/2019,2018
Misc Business,N,39800,50999,90799,06/10/2019,2018
Labor,P,0,2000,2000,06/10/2019,2018
Ideology/Single-Issue,Q,7000,51184,58184,06/10/2019,2018
Other,W,67279,0,67279,06/10/2019,2018
