sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,7625,59933,67558,06/10/2019,2018
Communic/Electronics,B,11482,16750,28232,06/10/2019,2018
Construction,C,5054,3000,8054,06/10/2019,2018
Defense,D,2955,65500,68455,06/10/2019,2018
Energy/Nat Resource,E,11839,29500,41339,06/10/2019,2018
Finance/Insur/RealEst,F,48302,36000,84302,06/10/2019,2018
Health,H,22908,16000,38908,06/10/2019,2018
Lawyers & Lobbyists,K,87150,20764,107914,06/10/2019,2018
Transportation,M,4321,34500,38821,06/10/2019,2018
Misc Business,N,26254,31383,57637,06/10/2019,2018
Labor,P,351,121000,121351,06/10/2019,2018
Ideology/Single-Issue,Q,24420,56054,80474,06/10/2019,2018
Other,W,32927,0,32927,06/10/2019,2018
