sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,36861,1000,37861,03/20/2023,2022
Communic/Electronics,B,39528,6000,45528,03/20/2023,2022
Construction,C,57683,29000,86683,03/20/2023,2022
Defense,D,10700,6000,16700,03/20/2023,2022
Energy/Nat Resource,E,13759,7000,20759,03/20/2023,2022
Finance/Insur/RealEst,F,347196,30000,377196,03/20/2023,2022
Health,H,77584,8500,86084,03/20/2023,2022
Lawyers & Lobbyists,K,17574,500,18074,03/20/2023,2022
Transportation,M,29736,53495,83231,03/20/2023,2022
Misc Business,N,116370,33500,149870,03/20/2023,2022
Labor,P,300,65393,65693,03/20/2023,2022
Ideology/Single-Issue,Q,802437,61800,864237,03/20/2023,2022
Other,W,1481055,-1000,1480055,03/20/2023,2022
