sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,683556,151300,834856,06/10/2019,2018
Communic/Electronics,B,114408,87500,201908,06/10/2019,2018
Construction,C,150172,44000,194172,06/10/2019,2018
Defense,D,10955,96500,107455,06/10/2019,2018
Energy/Nat Resource,E,103470,146100,249570,06/10/2019,2018
Finance/Insur/RealEst,F,511368,349000,860368,06/10/2019,2018
Health,H,178380,243500,421880,06/10/2019,2018
Lawyers & Lobbyists,K,257770,10575,268345,06/10/2019,2018
Transportation,M,61288,62500,123788,06/10/2019,2018
Misc Business,N,328565,138809,467374,06/10/2019,2018
Labor,P,325,1500,1825,06/10/2019,2018
Ideology/Single-Issue,Q,621979,61821,683800,06/10/2019,2018
Other,W,1270761,1000,1271761,06/10/2019,2018
