sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,77392,45000,122392,03/20/2023,2022
Communic/Electronics,B,237925,170950,408875,03/20/2023,2022
Construction,C,92954,57000,149954,03/20/2023,2022
Defense,D,60422,170400,230822,03/20/2023,2022
Energy/Nat Resource,E,218789,318400,537189,03/20/2023,2022
Finance/Insur/RealEst,F,573156,338490,911646,03/20/2023,2022
Health,H,286663,384750,671413,03/20/2023,2022
Lawyers & Lobbyists,K,961156,139000,1100156,03/20/2023,2022
Transportation,M,22234,124000,146234,03/20/2023,2022
Misc Business,N,406368,157700,564068,03/20/2023,2022
Labor,P,7030,248500,255530,03/20/2023,2022
Ideology/Single-Issue,Q,428976,606540,1035516,03/20/2023,2022
Other,W,943514,3500,947014,03/20/2023,2022
