sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,19875,64615,84490,03/20/2023,2022
Communic/Electronics,B,9800,17590,27390,03/20/2023,2022
Construction,C,24963,27500,52463,03/20/2023,2022
Defense,D,44750,106000,150750,03/20/2023,2022
Energy/Nat Resource,E,22954,19500,42454,03/20/2023,2022
Finance/Insur/RealEst,F,211040,59500,270540,03/20/2023,2022
Health,H,16241,52500,68741,03/20/2023,2022
Lawyers & Lobbyists,K,66546,13500,80046,03/20/2023,2022
Transportation,M,7540,48000,55540,03/20/2023,2022
Misc Business,N,66986,16000,82986,03/20/2023,2022
Labor,P,0,12500,12500,03/20/2023,2022
Ideology/Single-Issue,Q,7386,81032,88418,03/20/2023,2022
Other,W,120546,0,120546,03/20/2023,2022
