sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,33637,25043,58680,06/10/2019,2018
Communic/Electronics,B,400,20000,20400,06/10/2019,2018
Construction,C,71585,65000,136585,06/10/2019,2018
Defense,D,14750,62000,76750,06/10/2019,2018
Energy/Nat Resource,E,35200,48700,83900,06/10/2019,2018
Finance/Insur/RealEst,F,77050,63750,140800,06/10/2019,2018
Health,H,60937,59500,120437,06/10/2019,2018
Lawyers & Lobbyists,K,36160,18000,54160,06/10/2019,2018
Transportation,M,21900,50500,72400,06/10/2019,2018
Misc Business,N,70900,55806,126706,06/10/2019,2018
Labor,P,0,13000,13000,06/10/2019,2018
Ideology/Single-Issue,Q,11700,63400,75100,06/10/2019,2018
Other,W,44825,0,44825,06/10/2019,2018
