sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,44057,61631,105688,06/10/2019,2018
Communic/Electronics,B,43682,49700,93382,06/10/2019,2018
Construction,C,35066,70600,105666,06/10/2019,2018
Defense,D,0,45500,45500,06/10/2019,2018
Energy/Nat Resource,E,83402,107500,190902,06/10/2019,2018
Finance/Insur/RealEst,F,361683,206000,567683,06/10/2019,2018
Health,H,76871,116000,192871,06/10/2019,2018
Lawyers & Lobbyists,K,142449,14375,156824,06/10/2019,2018
Transportation,M,57226,105500,162726,06/10/2019,2018
Misc Business,N,143979,131500,275479,06/10/2019,2018
Labor,P,2500,145000,147500,06/10/2019,2018
Ideology/Single-Issue,Q,32387,304828,337215,06/10/2019,2018
Other,W,109681,1500,111181,06/10/2019,2018
