sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1000,11000,12000,06/10/2019,2018
Communic/Electronics,B,0,70500,70500,06/10/2019,2018
Construction,C,0,4500,4500,06/10/2019,2018
Defense,D,0,9500,9500,06/10/2019,2018
Energy/Nat Resource,E,0,5000,5000,06/10/2019,2018
Finance/Insur/RealEst,F,7650,43500,51150,06/10/2019,2018
Health,H,25,13000,13025,06/10/2019,2018
Lawyers & Lobbyists,K,5275,19000,24275,06/10/2019,2018
Transportation,M,0,48499,48499,06/10/2019,2018
Misc Business,N,3775,44500,48275,06/10/2019,2018
Labor,P,0,163500,163500,06/10/2019,2018
Ideology/Single-Issue,Q,300,18028,18328,06/10/2019,2018
Other,W,4603,1500,6103,06/10/2019,2018
