sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,15944,51499,67443,03/20/2023,2022
Communic/Electronics,B,18944,29500,48444,03/20/2023,2022
Construction,C,1113,27000,28113,03/20/2023,2022
Defense,D,0,14500,14500,03/20/2023,2022
Energy/Nat Resource,E,6456,144999,151455,03/20/2023,2022
Finance/Insur/RealEst,F,65124,386000,451124,03/20/2023,2022
Health,H,32731,239250,271981,03/20/2023,2022
Lawyers & Lobbyists,K,66013,45000,111013,03/20/2023,2022
Transportation,M,1628,45250,46878,03/20/2023,2022
Misc Business,N,364946,132500,497446,03/20/2023,2022
Labor,P,1194,109000,110194,03/20/2023,2022
Ideology/Single-Issue,Q,33901,41012,74913,03/20/2023,2022
Other,W,135081,0,135081,03/20/2023,2022
