sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,84637,170900,255537,03/20/2023,2022
Communic/Electronics,B,201490,343800,545290,03/20/2023,2022
Construction,C,38119,79000,117119,03/20/2023,2022
Defense,D,25,23500,23525,03/20/2023,2022
Energy/Nat Resource,E,105546,533400,638946,03/20/2023,2022
Finance/Insur/RealEst,F,376221,453000,829221,03/20/2023,2022
Health,H,303841,936150,1239991,03/20/2023,2022
Lawyers & Lobbyists,K,303403,112250,415653,03/20/2023,2022
Transportation,M,34130,200095,234225,03/20/2023,2022
Misc Business,N,106037,309999,416036,03/20/2023,2022
Labor,P,700,15000,15700,03/20/2023,2022
Ideology/Single-Issue,Q,324135,156402,480537,03/20/2023,2022
Other,W,421385,12000,433385,03/20/2023,2022
