sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,14800,34000,48800,03/20/2023,2022
Communic/Electronics,B,23281,19000,42281,03/20/2023,2022
Construction,C,11600,2000,13600,03/20/2023,2022
Defense,D,5800,26500,32300,03/20/2023,2022
Energy/Nat Resource,E,11300,7750,19050,03/20/2023,2022
Finance/Insur/RealEst,F,138324,30000,168324,03/20/2023,2022
Health,H,11142,34500,45642,03/20/2023,2022
Lawyers & Lobbyists,K,41100,19000,60100,03/20/2023,2022
Transportation,M,9500,23000,32500,03/20/2023,2022
Misc Business,N,24421,27500,51921,03/20/2023,2022
Labor,P,0,183500,183500,03/20/2023,2022
Ideology/Single-Issue,Q,81631,106099,187730,03/20/2023,2022
Other,W,216855,1000,217855,03/20/2023,2022
