sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,36400,7000,43400,03/20/2023,2022
Communic/Electronics,B,10700,5500,16200,03/20/2023,2022
Construction,C,19662,3500,23162,03/20/2023,2022
Defense,D,3000,5000,8000,03/20/2023,2022
Energy/Nat Resource,E,5000,3500,8500,03/20/2023,2022
Finance/Insur/RealEst,F,116099,32000,148099,03/20/2023,2022
Health,H,21400,12000,33400,03/20/2023,2022
Lawyers & Lobbyists,K,44405,0,44405,03/20/2023,2022
Transportation,M,153200,24000,177200,03/20/2023,2022
Misc Business,N,47350,7000,54350,03/20/2023,2022
Ideology/Single-Issue,Q,38116,135700,173816,03/20/2023,2022
Other,W,137521,0,137521,03/20/2023,2022
