sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,500,19000,19500,06/10/2019,2018
Communic/Electronics,B,4606,28700,33306,06/10/2019,2018
Construction,C,11403,3500,14903,06/10/2019,2018
Defense,D,575,101000,101575,06/10/2019,2018
Energy/Nat Resource,E,5000,27500,32500,06/10/2019,2018
Finance/Insur/RealEst,F,33708,43500,77208,06/10/2019,2018
Health,H,9801,54500,64301,06/10/2019,2018
Lawyers & Lobbyists,K,61541,13000,74541,06/10/2019,2018
Transportation,M,10500,24250,34750,06/10/2019,2018
Misc Business,N,24863,62682,87545,06/10/2019,2018
Labor,P,0,172833,172833,06/10/2019,2018
Ideology/Single-Issue,Q,11404,60849,72253,06/10/2019,2018
Other,W,20705,1000,21705,06/10/2019,2018
