sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,76659,19750,96409,03/20/2023,2022
Communic/Electronics,B,4250,18500,22750,03/20/2023,2022
Construction,C,43676,18500,62176,03/20/2023,2022
Energy/Nat Resource,E,6762,21500,28262,03/20/2023,2022
Finance/Insur/RealEst,F,50311,25500,75811,03/20/2023,2022
Health,H,22152,1000,23152,03/20/2023,2022
Lawyers & Lobbyists,K,16600,4644,21244,03/20/2023,2022
Transportation,M,20900,18000,38900,03/20/2023,2022
Misc Business,N,58050,10000,68050,03/20/2023,2022
Labor,P,0,5000,5000,03/20/2023,2022
Ideology/Single-Issue,Q,66808,79779,146587,03/20/2023,2022
Other,W,237820,0,237820,03/20/2023,2022
