sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1003,20150,21153,06/10/2019,2018
Communic/Electronics,B,8844,105500,114344,06/10/2019,2018
Construction,C,302,15500,15802,06/10/2019,2018
Defense,D,0,31000,31000,06/10/2019,2018
Energy/Nat Resource,E,5,31500,31505,06/10/2019,2018
Finance/Insur/RealEst,F,18534,364250,382784,06/10/2019,2018
Health,H,54776,306500,361276,06/10/2019,2018
Lawyers & Lobbyists,K,82882,35500,118382,06/10/2019,2018
Transportation,M,1007,52000,53007,06/10/2019,2018
Misc Business,N,26654,108388,135042,06/10/2019,2018
Labor,P,501,197500,198001,06/10/2019,2018
Ideology/Single-Issue,Q,95806,24750,120556,06/10/2019,2018
Other,W,27559,1000,28559,06/10/2019,2018
