sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9250,88000,97250,06/10/2019,2018
Communic/Electronics,B,1500,11000,12500,06/10/2019,2018
Construction,C,3665,4500,8165,06/10/2019,2018
Defense,D,0,10000,10000,06/10/2019,2018
Energy/Nat Resource,E,0,15500,15500,06/10/2019,2018
Finance/Insur/RealEst,F,47005,96250,143255,06/10/2019,2018
Health,H,7550,8500,16050,06/10/2019,2018
Lawyers & Lobbyists,K,28900,17500,46400,06/10/2019,2018
Transportation,M,250,30500,30750,06/10/2019,2018
Misc Business,N,7100,39674,46774,06/10/2019,2018
Labor,P,2500,75000,77500,06/10/2019,2018
Ideology/Single-Issue,Q,2250,56550,58800,06/10/2019,2018
Other,W,39780,0,39780,06/10/2019,2018
