sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2625,22000,24625,06/10/2019,2018
Communic/Electronics,B,47900,23270,71170,06/10/2019,2018
Construction,C,5278,4000,9278,06/10/2019,2018
Defense,D,5178,34500,39678,06/10/2019,2018
Energy/Nat Resource,E,8713,7000,15713,06/10/2019,2018
Finance/Insur/RealEst,F,137692,76500,214192,06/10/2019,2018
Health,H,70226,127750,197976,06/10/2019,2018
Lawyers & Lobbyists,K,99689,30500,130189,06/10/2019,2018
Transportation,M,250,21500,21750,06/10/2019,2018
Misc Business,N,31320,60000,91320,06/10/2019,2018
Labor,P,0,172000,172000,06/10/2019,2018
Ideology/Single-Issue,Q,121918,34608,156526,06/10/2019,2018
Other,W,142244,0,142244,06/10/2019,2018
