sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,11056,155999,167055,06/10/2019,2018
Communic/Electronics,B,7200,109500,116700,06/10/2019,2018
Construction,C,32025,23200,55225,06/10/2019,2018
Defense,D,6400,43500,49900,06/10/2019,2018
Energy/Nat Resource,E,9200,140500,149700,06/10/2019,2018
Finance/Insur/RealEst,F,166501,248500,415001,06/10/2019,2018
Health,H,37095,295556,332651,06/10/2019,2018
Lawyers & Lobbyists,K,112625,15750,128375,06/10/2019,2018
Transportation,M,28250,97500,125750,06/10/2019,2018
Misc Business,N,197232,166200,363432,06/10/2019,2018
Labor,P,0,24000,24000,06/10/2019,2018
Ideology/Single-Issue,Q,11750,110049,121799,06/10/2019,2018
Other,W,131586,7000,138586,06/10/2019,2018
