sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13625,117500,131125,03/20/2023,2022
Communic/Electronics,B,6900,54750,61650,03/20/2023,2022
Construction,C,35294,31250,66544,03/20/2023,2022
Defense,D,3000,22500,25500,03/20/2023,2022
Energy/Nat Resource,E,12050,73500,85550,03/20/2023,2022
Finance/Insur/RealEst,F,75692,75500,151192,03/20/2023,2022
Health,H,148060,309400,457460,03/20/2023,2022
Lawyers & Lobbyists,K,69090,26750,95840,03/20/2023,2022
Transportation,M,6250,88985,95235,03/20/2023,2022
Misc Business,N,81806,69900,151706,03/20/2023,2022
Labor,P,0,8000,8000,03/20/2023,2022
Ideology/Single-Issue,Q,70160,128600,198760,03/20/2023,2022
Other,W,125253,1000,126253,03/20/2023,2022
