sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,639172,88400,727572,03/20/2023,2022
Communic/Electronics,B,7297525,41000,7338525,03/20/2023,2022
Construction,C,1088930,2000,1090930,03/20/2023,2022
Defense,D,351719,0,351719,03/20/2023,2022
Energy/Nat Resource,E,764158,10000,774158,03/20/2023,2022
Finance/Insur/RealEst,F,7763274,117500,7880774,03/20/2023,2022
Health,H,6038585,85200,6123785,03/20/2023,2022
Lawyers & Lobbyists,K,7285416,102507,7387923,03/20/2023,2022
Transportation,M,705344,8000,713344,03/20/2023,2022
Misc Business,N,4296319,36025,4332344,03/20/2023,2022
Labor,P,124078,437500,561578,03/20/2023,2022
Ideology/Single-Issue,Q,5698200,1045081,6743281,03/20/2023,2022
Other,W,42129693,13300,42142993,03/20/2023,2022
