sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,51075,54500,105575,03/20/2023,2022
Communic/Electronics,B,26750,9000,35750,03/20/2023,2022
Construction,C,57225,26500,83725,03/20/2023,2022
Defense,D,750,3000,3750,03/20/2023,2022
Energy/Nat Resource,E,27300,19500,46800,03/20/2023,2022
Finance/Insur/RealEst,F,169580,116000,285580,03/20/2023,2022
Health,H,166046,219000,385046,03/20/2023,2022
Lawyers & Lobbyists,K,84075,7000,91075,03/20/2023,2022
Transportation,M,37300,34000,71300,03/20/2023,2022
Misc Business,N,103325,43500,146825,03/20/2023,2022
Labor,P,0,2000,2000,03/20/2023,2022
Ideology/Single-Issue,Q,50890,75900,126790,03/20/2023,2022
Other,W,183766,3000,186766,03/20/2023,2022
