sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,11717,31000,42717,03/20/2023,2022
Communic/Electronics,B,62340,145140,207480,03/20/2023,2022
Construction,C,28798,56500,85298,03/20/2023,2022
Defense,D,25894,151500,177394,03/20/2023,2022
Energy/Nat Resource,E,12638,57500,70138,03/20/2023,2022
Finance/Insur/RealEst,F,134701,281000,415701,03/20/2023,2022
Health,H,55995,177500,233495,03/20/2023,2022
Lawyers & Lobbyists,K,195370,44750,240120,03/20/2023,2022
Transportation,M,5681,114000,119681,03/20/2023,2022
Misc Business,N,105807,114500,220307,03/20/2023,2022
Labor,P,5123,206000,211123,03/20/2023,2022
Ideology/Single-Issue,Q,242775,74562,317337,03/20/2023,2022
Other,W,202765,0,202765,03/20/2023,2022
