sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9350,28000,37350,03/20/2023,2022
Communic/Electronics,B,6950,8000,14950,03/20/2023,2022
Construction,C,92700,43000,135700,03/20/2023,2022
Defense,D,176350,43500,219850,03/20/2023,2022
Energy/Nat Resource,E,1800,25000,26800,03/20/2023,2022
Finance/Insur/RealEst,F,156999,39500,196499,03/20/2023,2022
Health,H,74948,9500,84448,03/20/2023,2022
Lawyers & Lobbyists,K,64550,24000,88550,03/20/2023,2022
Transportation,M,12650,18000,30650,03/20/2023,2022
Misc Business,N,73300,12550,85850,03/20/2023,2022
Ideology/Single-Issue,Q,13625,111000,124625,03/20/2023,2022
Other,W,226220,0,226220,03/20/2023,2022
