sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,66150,85000,151150,06/10/2019,2018
Communic/Electronics,B,1500,70000,71500,06/10/2019,2018
Construction,C,37925,66000,103925,06/10/2019,2018
Defense,D,7400,65000,72400,06/10/2019,2018
Energy/Nat Resource,E,2700,152750,155450,06/10/2019,2018
Finance/Insur/RealEst,F,164135,396750,560885,06/10/2019,2018
Health,H,66200,333311,399511,06/10/2019,2018
Lawyers & Lobbyists,K,80450,43081,123531,06/10/2019,2018
Transportation,M,137960,112365,250325,06/10/2019,2018
Misc Business,N,195600,193899,389499,06/10/2019,2018
Labor,P,0,4500,4500,06/10/2019,2018
Ideology/Single-Issue,Q,19950,160832,180782,06/10/2019,2018
Other,W,110830,4500,115330,06/10/2019,2018
