sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,34456,55154,89610,03/20/2023,2022
Communic/Electronics,B,54703,73000,127703,03/20/2023,2022
Construction,C,78836,51000,129836,03/20/2023,2022
Defense,D,10953,15000,25953,03/20/2023,2022
Energy/Nat Resource,E,27921,83000,110921,03/20/2023,2022
Finance/Insur/RealEst,F,639025,200900,839925,03/20/2023,2022
Health,H,68129,54000,122129,03/20/2023,2022
Lawyers & Lobbyists,K,168141,22250,190391,03/20/2023,2022
Transportation,M,51825,89500,141325,03/20/2023,2022
Misc Business,N,229584,107304,336888,03/20/2023,2022
Labor,P,725,26000,26725,03/20/2023,2022
Ideology/Single-Issue,Q,597227,333610,930837,03/20/2023,2022
Other,W,750854,0,750854,03/20/2023,2022
