sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,46884,4124,51008,03/20/2023,2022
Communic/Electronics,B,42528,2000,44528,03/20/2023,2022
Construction,C,94472,37500,131972,03/20/2023,2022
Defense,D,251,0,251,03/20/2023,2022
Energy/Nat Resource,E,59377,2000,61377,03/20/2023,2022
Finance/Insur/RealEst,F,325337,53000,378337,03/20/2023,2022
Health,H,20388,15000,35388,03/20/2023,2022
Lawyers & Lobbyists,K,86678,0,86678,03/20/2023,2022
Transportation,M,27695,12500,40195,03/20/2023,2022
Misc Business,N,113893,23000,136893,03/20/2023,2022
Labor,P,0,60500,60500,03/20/2023,2022
Ideology/Single-Issue,Q,47287,259450,306737,03/20/2023,2022
Other,W,341116,0,341116,03/20/2023,2022
