sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,46033,115200,161233,06/10/2019,2018
Communic/Electronics,B,6550,22000,28550,06/10/2019,2018
Construction,C,35570,7000,42570,06/10/2019,2018
Defense,D,0,22000,22000,06/10/2019,2018
Energy/Nat Resource,E,2250,17500,19750,06/10/2019,2018
Finance/Insur/RealEst,F,96390,41500,137890,06/10/2019,2018
Health,H,201645,155500,357145,06/10/2019,2018
Lawyers & Lobbyists,K,30741,1500,32241,06/10/2019,2018
Transportation,M,27550,24000,51550,06/10/2019,2018
Misc Business,N,53460,26499,79959,06/10/2019,2018
Ideology/Single-Issue,Q,17950,64283,82233,06/10/2019,2018
Other,W,92100,1000,93100,06/10/2019,2018
