sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,258539,291900,550439,03/20/2023,2022
Communic/Electronics,B,134295,225171,359466,03/20/2023,2022
Construction,C,175527,117500,293027,03/20/2023,2022
Defense,D,5312,20500,25812,03/20/2023,2022
Energy/Nat Resource,E,188877,220800,409677,03/20/2023,2022
Finance/Insur/RealEst,F,1044541,528800,1573341,03/20/2023,2022
Health,H,142755,534450,677205,03/20/2023,2022
Lawyers & Lobbyists,K,441375,94500,535875,03/20/2023,2022
Transportation,M,107852,157000,264852,03/20/2023,2022
Misc Business,N,304182,329000,633182,03/20/2023,2022
Labor,P,8,25000,25008,03/20/2023,2022
Ideology/Single-Issue,Q,361949,509900,871849,03/20/2023,2022
Other,W,1621695,6500,1628195,03/20/2023,2022
