sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,250,17000,17250,03/20/2023,2022
Communic/Electronics,B,4090,12000,16090,03/20/2023,2022
Construction,C,9600,18500,28100,03/20/2023,2022
Defense,D,0,3000,3000,03/20/2023,2022
Energy/Nat Resource,E,6000,6000,12000,03/20/2023,2022
Finance/Insur/RealEst,F,16825,29500,46325,03/20/2023,2022
Health,H,7355,15000,22355,03/20/2023,2022
Lawyers & Lobbyists,K,37250,6750,44000,03/20/2023,2022
Transportation,M,750,48500,49250,03/20/2023,2022
Misc Business,N,17610,4000,21610,03/20/2023,2022
Labor,P,0,165100,165100,03/20/2023,2022
Ideology/Single-Issue,Q,3900,31512,35412,03/20/2023,2022
Other,W,45467,7500,52967,03/20/2023,2022
