sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4343,5343,9686,03/20/2023,2022
Communic/Electronics,B,4913,34500,39413,03/20/2023,2022
Construction,C,20239,34500,54739,03/20/2023,2022
Defense,D,2121,22500,24621,03/20/2023,2022
Energy/Nat Resource,E,35197,82000,117197,03/20/2023,2022
Finance/Insur/RealEst,F,46342,113500,159842,03/20/2023,2022
Health,H,21249,59000,80249,03/20/2023,2022
Lawyers & Lobbyists,K,48740,11500,60240,03/20/2023,2022
Transportation,M,19437,49500,68937,03/20/2023,2022
Misc Business,N,24506,68500,93006,03/20/2023,2022
Labor,P,0,65500,65500,03/20/2023,2022
Ideology/Single-Issue,Q,207409,72100,279509,03/20/2023,2022
Other,W,113847,0,113847,03/20/2023,2022
