sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,16054,20000,36054,03/20/2023,2022
Communic/Electronics,B,264955,1000,265955,03/20/2023,2022
Construction,C,51115,1000,52115,03/20/2023,2022
Defense,D,5812,0,5812,03/20/2023,2022
Energy/Nat Resource,E,9434,0,9434,03/20/2023,2022
Finance/Insur/RealEst,F,465842,26500,492342,03/20/2023,2022
Health,H,203516,25000,228516,03/20/2023,2022
Lawyers & Lobbyists,K,370006,20500,390506,03/20/2023,2022
Transportation,M,30809,5000,35809,03/20/2023,2022
Misc Business,N,218623,12500,231123,03/20/2023,2022
Labor,P,350,118000,118350,03/20/2023,2022
Ideology/Single-Issue,Q,431861,379685,811546,03/20/2023,2022
Other,W,1039900,5000,1044900,03/20/2023,2022
