sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1009198,105866,1115064,03/20/2023,2022
Communic/Electronics,B,599894,147200,747094,03/20/2023,2022
Construction,C,1247313,67200,1314513,03/20/2023,2022
Defense,D,168480,55000,223480,03/20/2023,2022
Energy/Nat Resource,E,1447328,178800,1626128,03/20/2023,2022
Finance/Insur/RealEst,F,4045714,150988,4196702,03/20/2023,2022
Health,H,1608203,89150,1697353,03/20/2023,2022
Lawyers & Lobbyists,K,1167739,45500,1213239,03/20/2023,2022
Transportation,M,793438,226998,1020436,03/20/2023,2022
Misc Business,N,1798400,225050,2023450,03/20/2023,2022
Labor,P,16842,28000,44842,03/20/2023,2022
Ideology/Single-Issue,Q,6614859,431414,7046273,03/20/2023,2022
Other,W,11576899,2500,11579399,03/20/2023,2022
