sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,25400,142133,167533,06/10/2019,2018
Communic/Electronics,B,4700,31770,36470,06/10/2019,2018
Construction,C,18550,68000,86550,06/10/2019,2018
Defense,D,2700,70000,72700,06/10/2019,2018
Energy/Nat Resource,E,29900,183000,212900,06/10/2019,2018
Finance/Insur/RealEst,F,64550,166200,230750,06/10/2019,2018
Health,H,16905,63500,80405,06/10/2019,2018
Lawyers & Lobbyists,K,75045,13000,88045,06/10/2019,2018
Transportation,M,11600,106495,118095,06/10/2019,2018
Misc Business,N,71350,172279,243629,06/10/2019,2018
Labor,P,0,50500,50500,06/10/2019,2018
Ideology/Single-Issue,Q,12800,34995,47795,06/10/2019,2018
Other,W,15607,5500,21107,06/10/2019,2018
