sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13625,19000,32625,06/10/2019,2018
Communic/Electronics,B,3500,7500,11000,06/10/2019,2018
Construction,C,67156,24000,91156,06/10/2019,2018
Defense,D,0,3500,3500,06/10/2019,2018
Energy/Nat Resource,E,77561,42500,120061,06/10/2019,2018
Finance/Insur/RealEst,F,119135,57500,176635,06/10/2019,2018
Health,H,18025,11000,29025,06/10/2019,2018
Lawyers & Lobbyists,K,29100,0,29100,06/10/2019,2018
Transportation,M,30875,25000,55875,06/10/2019,2018
Misc Business,N,169855,61500,231355,06/10/2019,2018
Labor,P,1000,4000,5000,06/10/2019,2018
Ideology/Single-Issue,Q,0,81500,81500,06/10/2019,2018
Other,W,105216,0,105216,06/10/2019,2018
