sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,8300,47000,55300,03/20/2023,2022
Communic/Electronics,B,2000,19000,21000,03/20/2023,2022
Construction,C,38800,21500,60300,03/20/2023,2022
Defense,D,29200,72000,101200,03/20/2023,2022
Energy/Nat Resource,E,12600,17500,30100,03/20/2023,2022
Finance/Insur/RealEst,F,86300,40500,126800,03/20/2023,2022
Health,H,10200,12500,22700,03/20/2023,2022
Lawyers & Lobbyists,K,34900,7000,41900,03/20/2023,2022
Transportation,M,8900,72500,81400,03/20/2023,2022
Misc Business,N,13150,22000,35150,03/20/2023,2022
Labor,P,0,25000,25000,03/20/2023,2022
Ideology/Single-Issue,Q,27200,47400,74600,03/20/2023,2022
Other,W,47185,0,47185,03/20/2023,2022
