sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,21902,51750,73652,03/20/2023,2022
Communic/Electronics,B,17745,33000,50745,03/20/2023,2022
Construction,C,20875,21500,42375,03/20/2023,2022
Defense,D,250,19500,19750,03/20/2023,2022
Energy/Nat Resource,E,15350,27000,42350,03/20/2023,2022
Finance/Insur/RealEst,F,71769,21500,93269,03/20/2023,2022
Health,H,15850,16500,32350,03/20/2023,2022
Lawyers & Lobbyists,K,36362,6000,42362,03/20/2023,2022
Transportation,M,15800,29500,45300,03/20/2023,2022
Misc Business,N,15450,25500,40950,03/20/2023,2022
Labor,P,0,3500,3500,03/20/2023,2022
Ideology/Single-Issue,Q,49530,107618,157148,03/20/2023,2022
Other,W,113173,3500,116673,03/20/2023,2022
