sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2500,37115,39615,03/20/2023,2022
Communic/Electronics,B,11256,58000,69256,03/20/2023,2022
Construction,C,14360,3500,17860,03/20/2023,2022
Defense,D,7475,60250,67725,03/20/2023,2022
Energy/Nat Resource,E,8300,2500,10800,03/20/2023,2022
Finance/Insur/RealEst,F,104368,57500,161868,03/20/2023,2022
Health,H,62468,56500,118968,03/20/2023,2022
Lawyers & Lobbyists,K,83900,30250,114150,03/20/2023,2022
Transportation,M,10300,37000,47300,03/20/2023,2022
Misc Business,N,34605,53296,87901,03/20/2023,2022
Labor,P,700,155000,155700,03/20/2023,2022
Ideology/Single-Issue,Q,22150,67988,90138,03/20/2023,2022
Other,W,74548,8000,82548,03/20/2023,2022
