sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3450,73000,76450,06/10/2019,2018
Communic/Electronics,B,1000,8500,9500,06/10/2019,2018
Construction,C,25300,36000,61300,06/10/2019,2018
Defense,D,20450,89000,109450,06/10/2019,2018
Energy/Nat Resource,E,10450,61500,71950,06/10/2019,2018
Finance/Insur/RealEst,F,26060,87500,113560,06/10/2019,2018
Health,H,4450,11500,15950,06/10/2019,2018
Lawyers & Lobbyists,K,32000,24098,56098,06/10/2019,2018
Transportation,M,20630,52540,73170,06/10/2019,2018
Misc Business,N,10900,34750,45650,06/10/2019,2018
Labor,P,0,2000,2000,06/10/2019,2018
Ideology/Single-Issue,Q,2700,76900,79600,06/10/2019,2018
Other,W,8752,1000,9752,06/10/2019,2018
