sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,24351,179500,203851,03/20/2023,2022
Communic/Electronics,B,16100,41140,57240,03/20/2023,2022
Construction,C,28150,60500,88650,03/20/2023,2022
Defense,D,0,7500,7500,03/20/2023,2022
Energy/Nat Resource,E,16600,93000,109600,03/20/2023,2022
Finance/Insur/RealEst,F,74650,312000,386650,03/20/2023,2022
Health,H,27901,257000,284901,03/20/2023,2022
Lawyers & Lobbyists,K,100200,19500,119700,03/20/2023,2022
Transportation,M,17550,67500,85050,03/20/2023,2022
Misc Business,N,21775,82150,103925,03/20/2023,2022
Labor,P,0,3000,3000,03/20/2023,2022
Ideology/Single-Issue,Q,13150,50000,63150,03/20/2023,2022
Other,W,47373,0,47373,03/20/2023,2022
