sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,25816,11000,36816,03/20/2023,2022
Communic/Electronics,B,17425,7500,24925,03/20/2023,2022
Construction,C,91500,4000,95500,03/20/2023,2022
Defense,D,3150,0,3150,03/20/2023,2022
Energy/Nat Resource,E,19900,12000,31900,03/20/2023,2022
Finance/Insur/RealEst,F,146958,25000,171958,03/20/2023,2022
Health,H,48375,9500,57875,03/20/2023,2022
Lawyers & Lobbyists,K,181675,16500,198175,03/20/2023,2022
Transportation,M,24950,5500,30450,03/20/2023,2022
Misc Business,N,36416,12000,48416,03/20/2023,2022
Labor,P,0,50500,50500,03/20/2023,2022
Ideology/Single-Issue,Q,30132,103056,133188,03/20/2023,2022
Other,W,75824,2000,77824,03/20/2023,2022
