sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,11142,25500,36642,06/10/2019,2018
Communic/Electronics,B,40182,9000,49182,06/10/2019,2018
Construction,C,52163,16000,68163,06/10/2019,2018
Defense,D,177,6000,6177,06/10/2019,2018
Energy/Nat Resource,E,22690,17598,40288,06/10/2019,2018
Finance/Insur/RealEst,F,201716,75750,277466,06/10/2019,2018
Health,H,76135,107000,183135,06/10/2019,2018
Lawyers & Lobbyists,K,124058,14200,138258,06/10/2019,2018
Transportation,M,38159,12000,50159,06/10/2019,2018
Misc Business,N,107397,13000,120397,06/10/2019,2018
Labor,P,5010,180500,185510,06/10/2019,2018
Ideology/Single-Issue,Q,68702,188880,257582,06/10/2019,2018
Other,W,160027,500,160527,06/10/2019,2018
