sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,29070,1000,30070,03/20/2023,2022
Communic/Electronics,B,74442,0,74442,03/20/2023,2022
Construction,C,97155,5000,102155,03/20/2023,2022
Defense,D,540,3500,4040,03/20/2023,2022
Energy/Nat Resource,E,53266,16000,69266,03/20/2023,2022
Finance/Insur/RealEst,F,438025,31500,469525,03/20/2023,2022
Health,H,192728,105000,297728,03/20/2023,2022
Lawyers & Lobbyists,K,66300,1000,67300,03/20/2023,2022
Transportation,M,48618,21000,69618,03/20/2023,2022
Misc Business,N,207139,6000,213139,03/20/2023,2022
Labor,P,0,10500,10500,03/20/2023,2022
Ideology/Single-Issue,Q,626446,203600,830046,03/20/2023,2022
Other,W,626464,0,626464,03/20/2023,2022
