sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,139975,22000,161975,06/10/2019,2018
Communic/Electronics,B,278655,240920,519575,06/10/2019,2018
Construction,C,87358,6000,93358,06/10/2019,2018
Defense,D,1775,42500,44275,06/10/2019,2018
Energy/Nat Resource,E,267695,133300,400995,06/10/2019,2018
Finance/Insur/RealEst,F,1147295,174050,1321345,06/10/2019,2018
Health,H,270562,141750,412312,06/10/2019,2018
Lawyers & Lobbyists,K,475768,82250,558018,06/10/2019,2018
Transportation,M,216300,70000,286300,06/10/2019,2018
Misc Business,N,634115,162100,796215,06/10/2019,2018
Labor,P,0,3000,3000,06/10/2019,2018
Ideology/Single-Issue,Q,904885,291600,1196485,06/10/2019,2018
Other,W,471780,0,471780,06/10/2019,2018
