sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4650,4000,8650,03/20/2023,2022
Communic/Electronics,B,12175,30500,42675,03/20/2023,2022
Construction,C,15000,36000,51000,03/20/2023,2022
Defense,D,8000,55500,63500,03/20/2023,2022
Energy/Nat Resource,E,7400,12500,19900,03/20/2023,2022
Finance/Insur/RealEst,F,180448,76500,256948,03/20/2023,2022
Health,H,6205,32000,38205,03/20/2023,2022
Lawyers & Lobbyists,K,20250,4500,24750,03/20/2023,2022
Transportation,M,11300,29000,40300,03/20/2023,2022
Misc Business,N,18900,62500,81400,03/20/2023,2022
Labor,P,0,82500,82500,03/20/2023,2022
Ideology/Single-Issue,Q,40155,56311,96466,03/20/2023,2022
Other,W,80055,0,80055,03/20/2023,2022
