sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,98627,150500,249127,06/10/2019,2018
Communic/Electronics,B,626854,244900,871754,06/10/2019,2018
Construction,C,119674,125100,244774,06/10/2019,2018
Defense,D,95440,118500,213940,06/10/2019,2018
Energy/Nat Resource,E,123925,209250,333175,06/10/2019,2018
Finance/Insur/RealEst,F,831054,565282,1396336,06/10/2019,2018
Health,H,446305,986732,1433037,06/10/2019,2018
Lawyers & Lobbyists,K,1074676,166353,1241029,06/10/2019,2018
Transportation,M,220291,270124,490415,06/10/2019,2018
Misc Business,N,699751,355350,1055101,06/10/2019,2018
Labor,P,9155,290760,299915,06/10/2019,2018
Ideology/Single-Issue,Q,910150,502727,1412877,06/10/2019,2018
Other,W,1543344,65244,1608588,06/10/2019,2018
