sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9650,3000,12650,06/10/2019,2018
Communic/Electronics,B,13100,19000,32100,06/10/2019,2018
Construction,C,25318,23500,48818,06/10/2019,2018
Defense,D,0,6000,6000,06/10/2019,2018
Energy/Nat Resource,E,9400,16500,25900,06/10/2019,2018
Finance/Insur/RealEst,F,34675,35250,69925,06/10/2019,2018
Health,H,65826,35025,100851,06/10/2019,2018
Lawyers & Lobbyists,K,40150,16250,56400,06/10/2019,2018
Transportation,M,11100,16000,27100,06/10/2019,2018
Misc Business,N,34046,20500,54546,06/10/2019,2018
Labor,P,0,26000,26000,06/10/2019,2018
Ideology/Single-Issue,Q,16350,83000,99350,06/10/2019,2018
Other,W,56054,0,56054,06/10/2019,2018
