sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1000,44808,45808,06/10/2019,2018
Communic/Electronics,B,0,15000,15000,06/10/2019,2018
Construction,C,1459,0,1459,06/10/2019,2018
Defense,D,5200,21000,26200,06/10/2019,2018
Energy/Nat Resource,E,8250,11500,19750,06/10/2019,2018
Finance/Insur/RealEst,F,21030,45250,66280,06/10/2019,2018
Health,H,12951,16500,29451,06/10/2019,2018
Lawyers & Lobbyists,K,24795,29250,54045,06/10/2019,2018
Transportation,M,6750,23500,30250,06/10/2019,2018
Misc Business,N,8850,20000,28850,06/10/2019,2018
Labor,P,5000,177500,182500,06/10/2019,2018
Ideology/Single-Issue,Q,6960,31349,38309,06/10/2019,2018
Other,W,26045,13100,39145,06/10/2019,2018
