industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,485978,0,485978,03/20/2023,2022
F07,Securities & Investment,185873,158000,343873,03/20/2023,2022
F09,Insurance,47350,224900,272250,03/20/2023,2022
F10,Real Estate,133050,84000,217050,03/20/2023,2022
Q03,Leadership PACs,0,154500,154500,03/20/2023,2022
F03,Commercial Banks,27250,121400,148650,03/20/2023,2022
K01,Lawyers/Law Firms,78560,26715,105275,03/20/2023,2022
N15,Misc Manufacturing & Distributing,44670,39000,83670,03/20/2023,2022
Q01,Republican/Conservative,48397,26500,74897,03/20/2023,2022
E01,Oil & Gas,19400,43500,62900,03/20/2023,2022
