industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,252790,0,252790,03/20/2023,2022
F10,Real Estate,163746,7000,170746,03/20/2023,2022
Q01,Republican/Conservative,106095,13250,119345,03/20/2023,2022
F07,Securities & Investment,93843,0,93843,03/20/2023,2022
K01,Lawyers/Law Firms,73100,1000,74100,03/20/2023,2022
H01,Health Professionals,32300,12600,44900,03/20/2023,2022
N05,Business Services,36175,3826,40001,03/20/2023,2022
M02,Automotive,23300,14000,37300,03/20/2023,2022
F13,Misc Finance,37175,0,37175,03/20/2023,2022
Q03,Leadership PACs,0,36000,36000,03/20/2023,2022
