industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,148396,252149,400545,03/20/2023,2022
A07,Agricultural Services/Products,22550,228084,250634,03/20/2023,2022
W06,Retired,81014,0,81014,03/20/2023,2022
A04,Dairy,22610,53000,75610,03/20/2023,2022
F07,Securities & Investment,45900,21000,66900,03/20/2023,2022
A10,Forestry & Forest Products,14500,52000,66500,03/20/2023,2022
A06,Livestock,28850,37400,66250,03/20/2023,2022
E01,Oil & Gas,28275,37000,65275,03/20/2023,2022
Q03,Leadership PACs,0,63124,63124,03/20/2023,2022
K02,Lobbyists,51000,5750,56750,03/20/2023,2022
