industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,561596,0,561596,03/20/2023,2022
Q01,Republican/Conservative,322584,26000,348584,03/20/2023,2022
E01,Oil & Gas,106391,42000,148391,03/20/2023,2022
H01,Health Professionals,62842,48000,110842,03/20/2023,2022
Q03,Leadership PACs,0,90300,90300,03/20/2023,2022
F10,Real Estate,81336,8000,89336,03/20/2023,2022
A06,Livestock,58344,22500,80844,03/20/2023,2022
F07,Securities & Investment,75314,0,75314,03/20/2023,2022
F09,Insurance,36327,20000,56327,03/20/2023,2022
A01,Crop Production & Basic Processing,12485,42500,54985,03/20/2023,2022
