industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F10,Real Estate,10250,28500,38750,03/20/2023,2022
K01,Lawyers/Law Firms,33500,0,33500,03/20/2023,2022
P04,Public Sector Unions,0,26500,26500,03/20/2023,2022
P02,Industrial Unions,0,22500,22500,03/20/2023,2022
H01,Health Professionals,16900,3000,19900,03/20/2023,2022
P03,Transportation Unions,0,16500,16500,03/20/2023,2022
W06,Retired,15025,0,15025,03/20/2023,2022
Q03,Leadership PACs,0,8500,8500,03/20/2023,2022
P01,Building Trade Unions,0,7500,7500,03/20/2023,2022
E01,Oil & Gas,6050,0,6050,03/20/2023,2022
