industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,2910899,0,2910899,03/20/2023,2022
Q08,Women's Issues,740894,33000,773894,03/20/2023,2022
Q02,Democratic/Liberal,688570,13000,701570,03/20/2023,2022
K01,Lawyers/Law Firms,625656,51300,676956,03/20/2023,2022
W04,Education,417004,1000,418004,03/20/2023,2022
F07,Securities & Investment,354438,45500,399938,03/20/2023,2022
Q03,Leadership PACs,0,392600,392600,03/20/2023,2022
Q09,Human Rights,339175,18054,357229,03/20/2023,2022
H01,Health Professionals,221627,107000,328627,03/20/2023,2022
Q05,Pro-Israel,219537,22000,241537,03/20/2023,2022
