industry_code,industry_name,indivs,pacs,total,last_updated,cycle
D03,Misc Defense,140250,142100,282350,03/20/2023,2022
D01,Defense Aerospace,62650,79400,142050,03/20/2023,2022
K02,Lobbyists,110150,5580,115730,03/20/2023,2022
Q03,Leadership PACs,0,115000,115000,03/20/2023,2022
D02,Defense Electronics,30300,63000,93300,03/20/2023,2022
K01,Lawyers/Law Firms,48300,42000,90300,03/20/2023,2022
F10,Real Estate,55700,17500,73200,03/20/2023,2022
A01,Crop Production & Basic Processing,5150,61000,66150,03/20/2023,2022
F09,Insurance,10950,47500,58450,03/20/2023,2022
C01,General Contractors,38800,12500,51300,03/20/2023,2022
