industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,2153557,0,2153557,03/20/2023,2022
Q01,Republican/Conservative,1025081,99050,1124131,03/20/2023,2022
F10,Real Estate,622136,42000,664136,03/20/2023,2022
F07,Securities & Investment,599996,24000,623996,03/20/2023,2022
Q03,Leadership PACs,0,435200,435200,03/20/2023,2022
K01,Lawyers/Law Firms,259923,17417,277340,03/20/2023,2022
F09,Insurance,137489,78500,215989,03/20/2023,2022
H01,Health Professionals,181358,33000,214358,03/20/2023,2022
E01,Oil & Gas,152397,50000,202397,03/20/2023,2022
K02,Lobbyists,193997,2819,196816,03/20/2023,2022
