industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,886816,0,886816,03/20/2023,2022
Q01,Republican/Conservative,368863,30150,399013,03/20/2023,2022
Q03,Leadership PACs,0,393050,393050,03/20/2023,2022
F07,Securities & Investment,271056,52000,323056,03/20/2023,2022
F10,Real Estate,219283,51000,270283,03/20/2023,2022
F09,Insurance,53829,117000,170829,03/20/2023,2022
N15,Misc Manufacturing & Distributing,110322,19500,129822,03/20/2023,2022
A01,Crop Production & Basic Processing,94510,32500,127010,03/20/2023,2022
K02,Lobbyists,100220,1500,101720,03/20/2023,2022
F03,Commercial Banks,44666,39500,84166,03/20/2023,2022
