industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,121050,0,121050,03/20/2023,2022
F07,Securities & Investment,80350,0,80350,03/20/2023,2022
Q03,Leadership PACs,0,60900,60900,03/20/2023,2022
E01,Oil & Gas,23400,33500,56900,03/20/2023,2022
C05,Building Materials & Equipment,38425,5000,43425,03/20/2023,2022
F10,Real Estate,17900,24500,42400,03/20/2023,2022
A10,Forestry & Forest Products,15610,20500,36110,03/20/2023,2022
C01,General Contractors,28620,4500,33120,03/20/2023,2022
Q05,Pro-Israel,25000,6100,31100,03/20/2023,2022
F09,Insurance,11600,19000,30600,03/20/2023,2022
